ID.language,ID.date,Q2,Q3,Q4,Q12,Q13,Q14.a,Q14.b,Q14.c,Q14.d,Q14.e,Q14.f,Q14.g,Q14.h,Q14.i,Q14.j,Q14.k,Q14.l,Q14.m,Q14.n,Q15,Q16,Q17,Q18,Q19.a,Q19.b,Q19.c,Q19.d,Q19.e,Q19.f,Q19.g,Q19.h,Q19.i,Q19.j,Q19.k,Q19.l,Q19.m,Q19.n,Q19.o,Q19.p,Q19.q,Q19.r,Q20,Q21,Q22,Q24.a,Q24.b,Q24.c,Q24.d,Q24.e,Q24.f,Q25,Q26,Q27.a,Q27.b,Q27.c,Q27.d,Q27.e,Q27.f,Q28,Q30,Q32,Q33.a,Q33.b,Q33.c,Q33.d,Q33.e,Q34.a,Q34.b,Q34.c,Q34.d,Q34.e,Q34.f,Q34.g,Q38,Q39.a,Q46.a,Q46.b,Q46.c,Q46.d,Q46.e,Q46.f,Q46.g,Q46.h,Q46.i,Q46.j,Q46.k,Q46.l,Q46.m,Q47.a,Q47.b,Q47.c,Q52,Q53,Q55
English,06/14/2019,I want to pursue an academic career,Yes,North or Central America,No,,2,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,Creativity,Very satisfied,5,Stayed the same,3,5,3,3,5,5,4,5,6,5,5,5,5,3,5,5,5,5,Meets original expectations,41-50 hours,Between one and three hours,2,5,4,NA,4,2,No,,5,5,5,5,4,2,No,No,Dramatically,1,3,4,5,2,5,1,1,2,4,1,1,3 to 6 years,Equally likely,5,5,5,5,5,5,5,5,5,4,3,3,3,NA,NA,NA,25 - 34,Prefer not to say,no
English,06/16/2019,Personal interest in my subject of choice,Yes,North or Central America,No,,NA,NA,NA,NA,1,4,NA,NA,NA,5,2,3,NA,NA,Working with interesting and bright people,Very satisfied,7 = Extremely satisfied,Stayed the same,7,5,6,6,7,7,7,6,3,4,5,3,4,7,NA,NA,6,6,Exceeds original expectations,51-60 hours,Less than an hour,5,5,5,NA,3,1,No,,4,3,5,5,3,5,No,No,Substantially,1,3,2,NA,NA,5,4,5,1,1,NA,4,1 to 2 years,Somewhat more likely,5,5,4,4,3,4,4,3,4,4,2,2,2,NA,4,4,25 - 34,Male (including trans male),no
Chinese (Simplified),06/16/2019,No job I want is available without a PhD, No,Europe,No,,2,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,5,4,Knowing I will have a chance to use my skills in a non-research science job,Somewhat satisfied,3,Worsened a little,1,4,6,6,4,4,4,4,7,7,2,4,2,3,6,6,4,4,Does not meet original expectations,41-50 hours,Between one and three hours,4,4,4,4,4,2,No,,2,3,2,4,3,3,Yes,Yes,Dramatically,2,NA,NA,NA,1,4,2,2,2,5,2,2,Less than a year,Much more likely,4,3,3,3,3,3,3,2,4,3,3,3,3,4,4,4,25 - 34,Male (including trans male),no
English,06/16/2019,Personal interest in my subject of choice,Yes,North or Central America,Yes,To help make ends meet,11,13,12,9,10,4,8,6,3,5,14,2,1,7,Intellectual challenge,Somewhat satisfied,5,Worsened a little,2,4,1,4,3,4,2,NA,3,NA,1,NA,4,5,3,NA,3,2,Does not meet original expectations,41-50 hours,Less than an hour,3,2,3,NA,2,2,Yes,"Other, please specify",2,4,1,2,1,5,Yes,Yes,Somewhat,1,4,3,2,5,4,2,4,4,1,3,2,Unsure,Unsure,2,4,3,3,NA,3,NA,NA,3,NA,NA,NA,NA,3,2,2,25 - 34,Male (including trans male),yes
English,06/16/2019,Personal interest in my subject of choice, No,Europe,No,,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Creativity,Very dissatisfied,5,Improved slightly,4,3,3,6,6,7,5,4,4,4,4,6,5,6,6,6,4,4,Meets original expectations,41-50 hours,More than three hours,3,3,3,3,3,3,No,,3,4,4,5,3,3,No,No,Not at all,2,1,NA,NA,NA,4,4,3,1,3,1,1,Unsure,Equally likely,4,4,4,4,3,4,3,4,3,3,3,3,3,4,3,3,25 - 34,Male (including trans male),no
English,06/16/2019,I wanted to continue pursuing my research,Yes,Europe,Yes,To make myself more attractive to future employers,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Creativity,Very satisfied,6,Improved greatly,6,7,7,7,6,6,5,5,6,6,5,4,4,4,6,6,6,5,Exceeds original expectations,21-30 hours,Less than an hour,2,4,3,3,2,2,No,,4,3,2,2,3,4,No,No,Substantially,1,NA,2,NA,NA,4,2,4,3,2,2,2,2 to 3 years,Somewhat more likely,4,4,3,4,4,3,3,4,3,2,3,4,3,4,3,2,25 - 34,Female (including trans female),no
English,06/16/2019,I want to pursue an academic career, No,Europe,No,,1,NA,3,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,Creativity,Somewhat satisfied,3,Worsened a little,3,2,3,2,3,2,5,6,1,1,1,6,2,1,3,3,3,3,Does not meet original expectations,51-60 hours,Between one and three hours,1,4,3,1,2,3,Yes,"No, I sought help elsewhere",1,1,1,1,1,2,Yes,No,Somewhat,1,2,NA,NA,NA,4,4,2,2,2,2,2,Unsure,Much less likely,5,5,4,5,3,4,4,1,2,5,2,3,2,4,3,3,25 - 34,Female (including trans female),no
English,06/16/2019,Personal interest in my subject of choice,Yes,Asia (including Middle East),No,,NA,5,1,NA,6,2,NA,NA,NA,3,8,NA,4,7,Intellectual challenge,Somewhat satisfied,6,Improved slightly,4,5,2,3,6,6,6,5,6,2,2,4,5,5,5,5,2,4,Meets original expectations,61-70 hours,Between one and three hours,3,3,3,3,3,2,Prefer not to say,,2,4,2,3,3,5,Prefer not to say,Prefer not to say,Substantially,1,NA,4,2,3,5,4,5,3,5,3,4,3 to 6 years,Unsure,5,5,5,4,3,4,3,3,3,4,3,3,3,NA,4,4,25 - 34,Male (including trans male),yes
English,06/16/2019,I wanted to continue pursuing my research,Yes,North or Central America,No,,12,6,8,10,11,5,3,1,13,14,4,2,9,7,Knowing I will have a chance for a non-academic research job,Somewhat satisfied,5,Worsened a little,5,3,6,6,7,7,4,2,6,2,2,3,7,6,6,5,3,5,Meets original expectations,51-60 hours,Between one and three hours,4,5,3,NA,4,1,Yes,"Yes, it was helpful",4,5,5,4,3,2,No,No,Substantially,3,1,4,5,2,3,5,3,1,4,3,2,1 to 2 years,Much more likely,5,5,5,3,4,4,4,2,4,4,1,2,2,NA,2,3,25 - 34,Male (including trans male),no
English,06/16/2019,I want to pursue a non-academic career,Yes,Europe,No,,NA,1,NA,NA,NA,2,4,3,NA,5,NA,NA,NA,NA,Working with interesting and bright people,Somewhat dissatisfied,6,Improved slightly,7,6,6,6,5,6,6,2,6,2,7,3,6,6,6,6,2,2,Meets original expectations,41-50 hours,Less than an hour,3,4,2,2,2,2,No,,2,2,4,4,3,5,No,No,Substantially,3,2,5,4,1,2,4,2,1,5,1,1,Less than a year,Equally likely,4,3,4,4,2,5,4,4,4,2,2,2,2,4,4,4,18 - 24,Female (including trans female),no
English,06/16/2019,I want to pursue an academic career, No,North or Central America,Yes,To help make ends meet,1,NA,NA,NA,NA,2,NA,3,NA,4,NA,NA,NA,5,University/academic environment,Somewhat satisfied,4 = Neither satisfied nor dissatisfied,Improved slightly,3,4,6,5,6,7,4,1,3,5,4,7,6,2,4,5,3,4,Meets original expectations,21-30 hours,Less than an hour,5,5,2,1,1,3,No,,3,4,5,5,4,NA,No,No,Dramatically,2,3,1,4,NA,5,5,5,4,1,1,1,2 to 3 years,Somewhat more likely,4,4,4,5,2,2,2,2,3,4,5,3,1,4,NA,4,25 - 34,Male (including trans male),yes
English,06/16/2019,I want to pursue an academic career, No,Europe,No,,NA,3,NA,4,7,6,NA,1,NA,NA,NA,2,5,NA,Working with interesting and bright people,Very dissatisfied,5,Improved slightly,7,5,6,4,4,5,4,4,6,5,6,5,7,7,6,5,5,4,Meets original expectations,31-40 hours,Between one and three hours,4,3,3,4,4,2,No,,4,2,3,3,4,2,No,No,Substantially,1,4,2,3,5,5,3,4,2,2,1,1,3 to 6 years,Equally likely,5,3,4,4,3,4,2,2,2,3,2,2,3,4,3,3,25 - 34,Female (including trans female),no
English,06/16/2019,No job I want is available without a PhD, No,North or Central America,No,,NA,1,6,NA,7,NA,3,2,NA,NA,NA,5,4,NA,"Other, please specify",Somewhat dissatisfied,5,Significantly worsened,6,5,6,5,3,5,6,3,6,4,5,4,5,6,6,5,5,5,Meets original expectations,71-80 hours,Less than an hour,NA,4,2,2,2,3,Yes,"No, I sought help elsewhere",NA,3,4,4,2,4,No,No,Substantially,5,1,4,3,2,1,5,3,1,4,4,2,Less than a year,Equally likely,4,4,4,4,5,4,4,3,2,4,2,2,2,4,3,2,25 - 34,Female (including trans female),no
English,06/16/2019,Personal interest in my subject of choice,Yes,North or Central America,Yes,To make myself more attractive to future employers,1,NA,NA,NA,NA,NA,NA,2,4,3,NA,NA,NA,NA,"Other, please specify",Somewhat satisfied,5,Worsened a little,5,4,4,6,4,4,6,6,3,4,4,4,3,2,6,6,5,2,Meets original expectations,21-30 hours,Less than an hour,3,4,2,3,3,3,No,,4,1,2,4,4,5,No,No,Somewhat,1,2,3,4,5,4,4,3,5,2,4,3,Less than a year,Equally likely,3,3,3,5,4,5,4,4,3,3,1,2,2,4,2,3,25 - 34,Male (including trans male),no
English,06/17/2019,I want to pursue an academic career,Yes,North or Central America,No,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Social life           ,Very satisfied,7 = Extremely satisfied,Improved greatly,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Exceeds original expectations,51-60 hours,Less than an hour,5,5,5,5,5,1,No,,3,1,3,3,3,1,No,No,Somewhat,1,4,3,5,2,5,3,4,3,5,2,2,1 to 2 years,Equally likely,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,25 - 34,Male (including trans male),no
English,06/17/2019,I wanted to continue pursuing my research, No,North or Central America,Yes,To develop additional skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Working with interesting and bright people,Very satisfied,7 = Extremely satisfied,Improved greatly,6,6,6,6,7,7,7,6,5,6,6,6,7,7,6,6,6,6,Meets original expectations,41-50 hours,More than three hours,4,4,4,4,4,1,No,,5,5,5,5,5,3,No,No,Dramatically,NA,NA,NA,NA,NA,5,5,4,3,3,3,3,2 to 3 years,Much more likely,5,5,5,5,4,5,4,5,4,4,4,4,4,NA,4,NA,25 - 34,Female (including trans female),yes
English,06/17/2019,"Other, please specify",Yes,Australasia,No,,11,2,9,10,8,5,1,7,12,6,14,4,3,13,Working with interesting and bright people,Somewhat dissatisfied,3,Significantly worsened,5,4,3,5,5,4,2,1,4,6,6,NA,1,2,6,6,3,1,Does not meet original expectations,31-40 hours,Less than an hour,2,4,4,1,1,3,Yes,"Yes, but I didn’t feel supported",1,1,2,4,3,4,No,No,Substantially,2,1,3,4,5,3,5,3,4,1,4,2,1 to 2 years,Somewhat less likely,5,4,5,4,3,4,2,3,1,3,1,1,1,4,4,4,25 - 34,Male (including trans male),no
Chinese (Simplified),06/17/2019,I want to pursue an academic career,Yes,Asia (including Middle East),Yes,To help make ends meet,5,NA,NA,NA,NA,4,1,3,NA,2,NA,NA,NA,NA,University/academic environment,Neither satisfied nor dissatisfied,3,Worsened a little,3,6,2,2,2,2,5,2,2,4,2,5,5,6,2,2,2,2,Does not meet original expectations,41-50 hours,More than three hours,3,4,4,2,2,2,No,,3,2,2,2,4,3,Yes,Yes,Substantially,1,3,2,4,5,5,4,2,2,1,3,3,1 to 2 years,Somewhat more likely,2,2,3,4,4,4,4,3,2,2,2,2,2,3,2,4,25 - 34,Male (including trans male),yes
English,06/17/2019,I want to pursue an academic career, No,North or Central America,No,,5,8,6,1,3,9,4,2,NA,7,NA,NA,10,NA,Intellectual challenge,Very satisfied,5,Improved slightly,1,4,5,6,7,5,6,2,3,1,2,7,7,7,6,6,5,5,Meets original expectations,51-60 hours,More than three hours,3,4,3,2,4,2,No,,3,2,4,4,3,2,No,No,Substantially,1,2,4,5,3,5,5,4,2,3,2,3,3 to 6 years,Somewhat less likely,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,25 - 34,Male (including trans male),no
English,06/17/2019,"Other, please specify", No,North or Central America,No,,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,"Other, please specify",Somewhat dissatisfied,3,Significantly worsened,5,4,3,3,3,1,3,1,5,4,4,4,1,6,3,3,4,1,Does not meet original expectations,21-30 hours,"Other, please specify",1,1,1,1,1,3,Yes,"Yes, it was helpful",2,1,4,4,4,3,No,No,Somewhat,1,4,3,2,NA,3,3,3,3,3,3,3,Less than a year,Equally likely,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25 - 34,Female (including trans female),no
Chinese (Simplified),06/17/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,NA,1,NA,2,NA,5,3,4,NA,6,NA,NA,NA,NA,University/academic environment,Somewhat satisfied,6,Improved slightly,1,4,4,6,4,6,5,5,3,4,3,4,1,1,4,4,5,5,Does not meet original expectations,Less than 11 hours,Between one and three hours,4,5,3,2,3,3,Yes,Prefer not to say,2,2,2,2,3,2,No,No,Dramatically,2,4,1,3,5,5,3,4,2,1,1,1,Less than a year,Much more likely,4,4,4,3,2,2,2,4,3,3,3,2,2,4,3,3,25 - 34,Male (including trans male),no
English,06/17/2019,I wanted to continue pursuing my research, No,Asia (including Middle East),No,,NA,NA,4,7,6,5,3,2,NA,NA,NA,NA,1,NA,Intellectual challenge,Somewhat dissatisfied,3,Significantly worsened,4,6,1,2,1,1,1,1,4,2,5,1,1,2,3,3,3,1,Does not meet original expectations,41-50 hours,Between one and three hours,5,5,5,1,1,3,Yes,"Yes, but I didn’t feel supported",4,1,5,4,1,5,Yes,Yes,Barely,4,1,2,3,5,2,3,4,3,1,5,5,Unsure,Much less likely,5,5,5,5,5,5,5,1,2,2,2,1,2,3,2,1,25 - 34,Female (including trans female),no
English,06/17/2019,I want to pursue an academic career,Yes,Australasia,Yes,To help make ends meet,NA,NA,8,1,4,2,NA,3,NA,5,NA,7,6,NA,Working with interesting and bright people,Somewhat satisfied,5,Improved slightly,5,5,7,7,5,3,2,2,3,7,3,5,3,3,4,4,4,2,Meets original expectations,41-50 hours,Between one and three hours,3,5,4,2,3,2,Yes,"Yes, it was helpful",2,1,3,4,3,1,No,No,Substantially,1,4,2,3,5,2,1,1,5,1,4,4,Less than a year,Much less likely,4,4,4,4,3,4,3,1,2,3,1,1,1,4,NA,3,25 - 34,Male (including trans male),no
Chinese (Simplified),06/17/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,9,1,14,11,10,7,3,2,8,6,13,12,5,4,Knowing I have a chance for a permanent academic research post,Somewhat satisfied,4 = Neither satisfied nor dissatisfied,Worsened a little,6,6,6,6,6,6,6,6,6,4,4,5,4,4,4,4,4,4,Meets original expectations,61-70 hours,Between one and three hours,4,4,4,2,4,3,No,,3,3,3,3,3,2,Prefer not to say,Prefer not to say,Substantially,2,4,3,5,1,5,4,4,4,5,4,4,1 to 2 years,Much more likely,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18 - 24,Female (including trans female),no
English,06/17/2019,Personal interest in my subject of choice,Yes,Australasia,No,,3,2,10,5,7,4,9,6,12,1,8,11,14,13,Intellectual challenge,Very satisfied,7 = Extremely satisfied,Improved slightly,4,5,5,7,5,7,5,4,5,6,3,4,5,5,5,5,6,5,Meets original expectations,31-40 hours,Between one and three hours,4,4,4,3,4,1,No,,3,4,3,4,5,2,No,No,Substantially,1,2,4,5,3,5,5,4,1,5,1,1,Less than a year,Much more likely,5,5,5,5,5,5,4,4,4,5,4,3,3,NA,4,3,18 - 24,Male (including trans male),no
English,06/17/2019,I want to pursue an academic career, No,North or Central America,No,,5,1,7,NA,NA,2,NA,3,NA,4,NA,NA,6,NA,Intellectual challenge,Very dissatisfied,7 = Extremely satisfied,Stayed the same,4,5,3,6,6,6,6,4,5,5,5,3,5,6,7,7,3,4,Meets original expectations,More than 80 hours,Between one and three hours,4,4,4,3,4,1,No,,5,5,4,5,5,4,Yes,Yes,Dramatically,1,5,3,4,2,5,2,3,1,3,1,1,2 to 3 years,Somewhat more likely,5,5,5,5,4,5,3,4,3,3,2,2,3,4,4,4,25 - 34,Female (including trans female),no
English,06/17/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,9,4,13,5,3,14,6,2,12,1,7,10,11,8,Intellectual challenge,Somewhat satisfied,5,Worsened a little,7,5,3,7,5,6,1,1,6,2,2,6,5,1,1,1,1,1,Does not meet original expectations,61-70 hours,Less than an hour,2,1,1,1,1,1,No,,2,2,4,4,1,NA,Yes,No,Somewhat,1,4,5,3,2,5,3,4,2,5,1,3,3 to 6 years,Equally likely,4,3,2,3,2,2,2,1,1,2,4,3,2,4,2,2,25 - 34,Male (including trans male),no
English,06/17/2019,I want to pursue an academic career, No,Australasia,Yes,To make myself more attractive to future employers,6,8,13,10,7,1,3,11,5,9,12,2,4,14,Intellectual challenge,Very satisfied,6,Improved greatly,2,6,6,7,7,7,6,3,1,6,6,6,6,7,7,7,4,5,Meets original expectations,41-50 hours,Less than an hour,2,3,3,1,4,1,No,,5,4,5,4,4,1,No,No,Substantially,1,3,5,4,2,4,3,3,3,4,3,3,Less than a year,Equally likely,4,4,4,4,4,4,4,3,3,3,2,2,2,4,NA,4,25 - 34,Male (including trans male),no
English,06/17/2019,I wanted to live in another country, No,Asia (including Middle East),No,,NA,1,2,NA,NA,4,NA,5,NA,NA,NA,NA,3,NA,Intellectual challenge,Very satisfied,5,Improved slightly,7,7,4,4,3,3,3,5,7,7,7,7,4,1,7,7,5,4,Meets original expectations,41-50 hours,"Other, please specify",5,3,3,4,2,2,Yes,"Yes, it was helpful",2,2,4,4,1,5,Yes,Yes,Somewhat,1,3,5,4,2,4,2,4,3,4,1,1,Less than a year,Much more likely,4,3,4,4,4,5,2,3,4,3,2,1,3,4,2,2,25 - 34,Female (including trans female),no
English,06/17/2019,"Other, please specify", No,Asia (including Middle East),Yes,To develop additional skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very satisfied,4 = Neither satisfied nor dissatisfied,Worsened a little,7,7,4,7,4,6,3,1,7,4,4,NA,3,6,5,3,4,7,Does not meet original expectations,41-50 hours,"Other, please specify",NA,NA,NA,NA,NA,NA,No,,4,3,3,3,3,3,No,No,Dramatically,NA,NA,NA,NA,NA,2,5,2,1,4,4,1,1 to 2 years,Somewhat less likely,5,5,4,3,2,4,5,1,NA,3,1,1,1,3,NA,NA,25 - 34,Male (including trans male),no
Chinese (Simplified),06/17/2019,I want to pursue an academic career, No,North or Central America,No,,NA,7,8,NA,NA,6,1,2,NA,4,NA,NA,3,5,Creativity,Somewhat satisfied,4 = Neither satisfied nor dissatisfied,Significantly worsened,4,3,4,1,1,3,2,1,1,1,1,6,1,1,1,1,4,2,Does not meet original expectations,Less than 11 hours,More than three hours,4,4,4,1,5,2,No,,4,5,1,1,2,3,No,No,Dramatically,1,4,2,5,3,5,2,2,3,2,NA,NA,More than 6 years,Much more likely,1,NA,2,5,NA,5,4,5,4,3,4,3,3,1,1,1,25 - 34,Male (including trans male),no
English,06/17/2019,I wanted to continue pursuing my research, No,Europe,Yes,To make myself more attractive to future employers,5,6,10,1,2,7,11,3,9,4,12,14,8,13,Creativity,Somewhat satisfied,6,Improved slightly,6,4,4,4,6,6,4,3,4,3,4,4,6,2,4,4,5,5,Meets original expectations,51-60 hours,Between one and three hours,4,5,3,4,4,1,Yes,I didn’t seek help,3,3,3,3,4,2,No,No,Substantially,1,3,4,5,2,5,4,4,5,5,4,4,Less than a year,Much more likely,4,4,4,4,3,5,3,3,3,3,4,4,4,4,3,4,25 - 34,Female (including trans female),yes
Chinese (Simplified),06/17/2019,No job I want is available without a PhD,Yes,Asia (including Middle East),No,,NA,1,NA,NA,NA,6,5,3,NA,4,NA,2,NA,NA,University/academic environment,Somewhat dissatisfied,2,Significantly worsened,7,4,2,2,3,4,1,1,4,4,4,4,1,1,4,4,4,2,Does not meet original expectations,51-60 hours,Less than an hour,4,4,2,2,2,3,No,,2,1,3,1,1,4,Yes,No,Unsure,5,2,1,4,3,4,4,4,4,4,4,4,3 to 6 years,Much less likely,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,25 - 34,Female (including trans female),no
English,06/17/2019,I wanted to continue pursuing my research,Yes,Africa,Yes,To help make ends meet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very satisfied,7 = Extremely satisfied,Improved greatly,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Meets original expectations,51-60 hours,More than three hours,5,5,5,5,5,5,Yes,I didn’t seek help,3,5,5,4,3,3,Yes,No,Not at all,1,NA,NA,NA,NA,2,3,3,3,4,4,2,3 to 6 years,Somewhat less likely,5,4,5,5,5,4,4,5,4,5,4,5,5,4,3,2,35 - 44,Gender queer / Non binary,yes
English,06/17/2019,I want to pursue an academic career, No,North or Central America,No,,4,2,NA,1,5,6,NA,3,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very satisfied,6,Stayed the same,1,3,5,5,7,7,4,1,2,3,3,2,7,4,6,5,3,5,Meets original expectations,41-50 hours,Less than an hour,3,4,NA,NA,3,2,No,,4,3,5,4,4,4,No,No,Dramatically,1,2,4,3,5,5,2,2,1,2,1,1,Unsure,Equally likely,5,4,4,4,3,4,3,3,3,3,NA,3,NA,4,3,3,35 - 44,Male (including trans male),no
Chinese (Simplified),06/17/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,NA,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,A chance to consider professional options ,Very satisfied,5,Stayed the same,5,3,7,7,6,7,7,4,7,4,6,4,5,5,7,7,4,5,Meets original expectations,11-20 hours,Less than an hour,4,4,4,3,4,2,No,,3,4,3,3,4,2,No,No,Substantially,2,3,4,5,1,4,4,3,4,5,3,4,Less than a year,Somewhat more likely,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,25 - 34,Female (including trans female),no
English,06/17/2019,Personal interest in my subject of choice,Yes,Asia (including Middle East),No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Working with interesting and bright people,Somewhat satisfied,5,Worsened a little,4,7,4,4,4,5,4,7,1,1,1,5,5,5,1,1,4,5,Does not meet original expectations,More than 80 hours,More than three hours,1,3,1,1,1,1,Prefer not to say,,1,1,1,1,1,4,Yes,Prefer not to say,Substantially,NA,NA,NA,NA,NA,2,4,4,4,4,4,4,1 to 2 years,Somewhat less likely,3,3,4,5,5,4,3,3,3,2,2,3,3,3,3,2,25 - 34,Male (including trans male),no
English,06/17/2019,I wanted to continue pursuing my research,Yes,Australasia,No,,2,8,12,1,6,7,9,3,11,4,14,5,10,13,University/academic environment,Somewhat satisfied,5,Worsened a little,4,1,7,7,6,7,6,2,3,4,3,4,6,6,6,7,1,3,Does not meet original expectations,More than 80 hours,Less than an hour,1,4,1,1,4,2,Yes,"No, I sought help elsewhere",4,4,4,5,3,5,No,No,Dramatically,2,5,4,3,1,5,2,4,2,5,1,2,Unsure,Somewhat less likely,4,3,3,5,NA,4,2,3,1,4,1,2,1,4,1,2,25 - 34,Male (including trans male),no
Chinese (Simplified),06/17/2019,No job I want is available without a PhD,Yes,Asia (including Middle East),No,,NA,8,9,2,5,4,NA,1,NA,6,NA,NA,3,7,University/academic environment,Very dissatisfied,2,Significantly worsened,4,1,1,1,1,1,1,1,4,1,6,5,5,1,2,2,1,1,Does not meet original expectations,Less than 11 hours,More than three hours,3,1,1,1,1,1,Yes,"No, I sought help elsewhere",1,1,1,1,1,5,No,No,Dramatically,1,3,2,4,NA,4,4,4,4,2,4,4,2 to 3 years,Much less likely,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,18 - 24,Male (including trans male),yes
English,06/17/2019,I wanted to continue pursuing my research,Yes,Asia (including Middle East),No,,1,NA,NA,NA,NA,3,NA,NA,NA,6,4,NA,5,2,Intellectual challenge,Very satisfied,6,Improved slightly,1,6,2,6,7,6,5,4,1,6,5,7,6,6,7,7,4,5,Exceeds original expectations,71-80 hours,More than three hours,2,5,2,2,2,2,No,,3,5,1,1,2,2,Yes,Yes,Substantially,2,3,5,4,1,4,2,2,3,5,2,2,2 to 3 years,Much more likely,4,4,3,3,2,5,5,1,2,3,3,4,1,4,2,4,25 - 34,Female (including trans female),yes
English,06/17/2019,Personal interest in my subject of choice,Yes,Europe,No,,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very satisfied,6,Worsened a little,6,6,6,7,7,7,6,5,4,6,5,6,6,4,6,6,4,6,Meets original expectations,51-60 hours,Less than an hour,4,3,3,3,2,3,No,,4,4,3,3,3,2,No,No,Substantially,1,3,2,NA,NA,5,3,4,3,2,1,1,1 to 2 years,Somewhat less likely,4,4,3,5,4,4,3,2,3,4,2,3,2,4,3,3,25 - 34,Male (including trans male),no
English,06/17/2019,I wanted to live in another country, No,Asia (including Middle East),No,,NA,4,1,NA,NA,NA,NA,3,NA,NA,NA,5,2,NA,Working with interesting and bright people,Very dissatisfied,1 = Not at all satisfied,Worsened a little,6,2,4,3,1,1,2,3,6,1,2,4,1,1,2,2,1,1,Does not meet original expectations,61-70 hours,Less than an hour,1,2,1,1,2,5,Yes,"Yes, but I didn’t feel supported",1,1,1,1,1,5,Yes,Yes,Barely,2,3,5,4,1,2,2,3,4,3,3,3,Less than a year,Somewhat less likely,4,2,3,3,5,2,2,3,1,3,1,1,1,1,1,1,25 - 34,Male (including trans male),no
Chinese (Simplified),06/17/2019,No job I want is available without a PhD,Yes,Asia (including Middle East),No,,10,NA,5,11,8,4,9,1,NA,2,7,NA,3,6,Creativity,Neither satisfied nor dissatisfied,4 = Neither satisfied nor dissatisfied,Significantly worsened,7,1,4,3,5,2,6,5,5,1,5,6,1,1,2,5,1,1,Does not meet original expectations,61-70 hours,Less than an hour,2,1,1,1,1,5,Yes,"No, I sought help elsewhere",3,1,5,1,4,3,Yes,No,Somewhat,1,2,5,3,4,5,4,4,3,4,3,4,3 to 6 years,Somewhat less likely,5,5,5,5,4,3,2,2,2,2,1,2,2,4,1,1,25 - 34,Female (including trans female),no
English,06/17/2019,I wanted to continue pursuing my research,Yes,Asia (including Middle East),No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Working with interesting and bright people,Somewhat satisfied,1 = Not at all satisfied,Improved slightly,1,5,1,1,1,1,5,1,1,1,NA,5,5,1,5,5,1,4,Does not meet original expectations,51-60 hours,"Other, please specify",4,NA,2,2,1,4,Yes,"I wanted to, but there was none available",3,2,1,5,1,3,Yes,Prefer not to say,Somewhat,1,2,5,3,4,5,5,NA,2,4,3,3,1 to 2 years,Equally likely,5,5,4,4,4,4,4,4,3,3,4,4,4,4,NA,NA,25 - 34,Female (including trans female),no
English,06/17/2019,I wanted to continue pursuing my research,Yes,Asia (including Middle East),No,,1,2,NA,3,NA,4,5,6,NA,7,NA,NA,8,NA,Working with interesting and bright people,Neither satisfied nor dissatisfied,5,Improved slightly,1,2,2,3,4,5,5,1,1,1,1,1,5,5,2,2,1,2,Does not meet original expectations,71-80 hours,Less than an hour,1,1,1,1,1,1,No,,1,2,1,1,1,5,No,No,Substantially,NA,1,2,NA,3,2,4,4,4,4,2,2,3 to 6 years,Somewhat less likely,5,5,5,4,3,3,2,4,4,4,3,4,3,4,2,4,25 - 34,Male (including trans male),no
